name;url;description;pub_date;authors;cobertura-geografica;countries;federatives;cities;email;type_artigo;type_materia_jornalistica;type_aplicativo_plataforma;type_painel;type_conjunto_de_dados;type_inteligencia_artificial;type_estudo;type_bot;type_outro;topics_agricultura_extrativismo_pesca;topics_assistencia_desenvolvimento_social;topics_ciencia_informacao_comunicacao;topics_comercio_servicos_turismo;topics_cultura_lazer_esporte;topics_dados_estrategicos;topics_defesa_seguranca;topics_economia_financas;topics_educacao;topics_energia;topics_equipamentos_publicos;topics_geografia;topics_governo_politica;topics_habitacao_saneamento_urbanismo;topics_industria;topics_justica_legislacao;topics_meio_ambiente;topics_plano_plurianual;topics_relacoes_internacionais;topics_saude;topics_trabalho;topics_transportes_transito;tags;url_source;url_image;data_name;data_institution;data_url;data_periodical;continuar;data_name_2;data_institution_2;data_url_2;data_periodical_2;segunda_repeticao;data_name_3;data_institution_3;data_url_3;data_periodical_3;terceira_repeticao;data_name_4;data_institution_4;data_url_4;data_periodical_4;quarta_repeticao;data_name_5;data_institution_5;data_url_5;data_periodical_5;quinta_repeticao;data_name_6;data_institution_6;data_url_6;data_periodical_6;sexta_repeticao;data_name_7;data_institution_7;data_url_7;data_periodical_7;setima_repeticao;data_name_8;data_institution_8;data_url_8;data_periodical_8;oitava_repeticao;data_name_9;data_institution_9;data_url_9;data_periodical_9;nona_repeticao;data_name_10;data_institution_10;data_url_10;data_periodical_10;comment
Como a Coca-Cola acabou com a água de 800 famílias em Minas Gerais;https://ojoioeotrigo.com.br/2024/12/como-a-coca-cola-acabou-com-a-agua-de-800-familias-em-minas-gerais/;A reportagem revela como a Coca-Cola FEMSA se instalou em Itabirito (MG) em 2015 e, desde então, vem comprometendo o abastecimento de água de mais de 800 famílias em Brumadinho, cidade vizinha. A indústria usa 12 milhões de litros diários, enquanto a comunidade, 160 mil litros/dia. Reconstruímos a cronologia dos fatos, acessamos dados inéditos do inquérito civil, mostramos falhas e omissões no licenciamento ambiental e traduzimos conceitos técnicos em linguagem acessível, em que os infográficos foram cruciais. A partir deles, explicamos o funcionamento do aquífero vertical que abastecia a comunidade e a fábrica, apontando a desigualdade de acesso à água. A reportagem se destacou ao articular dados, relatos de moradores e estudos acadêmicos, gerando repercussão internacional e fomentando o debate sobre a gestão de recursos hídricos e a responsabilidade de grandes corporações.;04/12/2024;Flávia Schiochet;municipios;;;Itabirito (MG), Brumadinho (MG);schiochetflavia@gmail.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;"abastecimento de água; licenciamento ambiental; esgotamento hídrico; prejuízos socioambientais";https://;https://opara.nyc3.cdn.digitaloceanspaces.com/ojoio/uploads/2024/12/aquifero-Caue-01-1536x1208.jpg;Área atingida pelo fogo na Serra Moeda;UFMG;https://manuelzao.ufmg.br/incendio-que-atingiu-serra-da-moeda-queimou-500-hectares-de-unidade-de-conservacao/;2;1;Renúncia de Impostos MG;G1;https://g1.globo.com/mg/minas-gerais/noticia/2024/09/23/teto-de-gastos-divida-com-a-uniao-mg-aumento-de-15percent-renuncia-de-impostos.ghtml;2;1;Geração de ICMS em Itabirito;Estado de Minas;https://www.em.com.br/app/noticia/economia/2011/07/01/internas_economia, 237204/itabirito-sai-no-lucro-com-guerra-dos-refrigerantes.shtml;2;1;Desconto ICMS Coca-Cola;O Tempo;https://www.otempo.com.br/economia/coca-inaugura-nova-fabrica-1.1053974;2;1;Resoluções Conselho Nacional de Meio Ambiente (Conama);Diário Oficial da União;https://conama.mma.gov.br/atos-normativos-sistema;2;1;Estudo de Impacto Ambiental / Relatório de Impacto Ambiental - Distrito Industrial de Água Limpa;Prefeitura de Itabirito;https://drive.google.com/drive/folders/1D-jW1bxsDhtX51C2r7MmUOzpWn4ZNe2H;2;1;Municípios atendidos pela Companhia de Saneamento de Minas Gerais (Copasa);Companhia de Saneamento de Minas Gerais (Copasa);https://www.copasa.com.br/wps/portal/internet/a-copasa/area-de-atuacao;2;1;Denúncia ao MP;Fórum Nacional da Sociedade Civil nos Comitês de Bacias Hidrográficas;https://fonasc-cbh.org.br/wp-content/uploads/Of%C3%ADcio-MPE-Impactos-coca-Cola.pdf;2;1;Concessão à Associação de Captação de Água da Serra - ACAS;Câmara Municipal de Brumadinho;https://www.cmbrumadinho.mg.gov.br/legislacao/leis-ordinarias;2;1;Análise Semestral dos Dados de Monitoramento da Unidade de Tratamento de Água do SAAE – Itabirito;SAAE Itabirito;https://saaeita.mg.gov.br/uploads/servico/388/gd3xnF9kC7ZF2mB0vQmRYxJZF-tcnyde.pdf;2;Cadastrado por Jacqueline (Ceweb.br).
Escravizador na pele de abolicionista: abolição teve apoio de políticos que escravizaram;https://apublica.org/2025/05/escravizador-na-pele-de-abolicionista-abolicao-teve-apoio-de-politicos-que-escravizaram/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";13/05/2025;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;opodereaescravidao@gmail.com;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;"escravidão; Legislativo imperial; abolição";https://;https://;Banco de Dados dos Parlamentares Escravistas;PUC/Rio;https://www.opodereaescravidao.com/banco-de-dados;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Por que é tão difícil derrubar estátuas de escravizadores?;https://apublica.org/2025/03/por-que-e-tao-dificil-derrubar-estatuas-de-escravizadores/;"A repotagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";20/03/2025;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;"monumentos escravistas; escravidão; escravocatas";https://;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Rocha_Le%C3%A3o%2C_o_Bar%C3%A3o_de_Itamarati_-_Rio_de_Janeiro_-_20230919053747.jpg/2560px-Rocha_Le%C3%A3o%2C_o_Bar%C3%A3o_de_Itamarati_-_Rio_de_Janeiro_-_20230919053747.jpg;Cartas Políticas de Erasmo;USP;https://digital.bbm.usp.br/handle/bbm/4699;2;1;Políticos parentes de escravizadores;Agência Pública de Jornalismo Investigativo;https://apublica.org/2024/11/trabalho-escravo-no-passo-e-no-presente/;2;1;Monumentos Confederados Removidos ou Renomeados - EUA;CNN;https://www.cnnbrasil.com.br/internacional/eua-73-monumentos-confederados-foram-removidos-ou-renomeados-em-2021/;2;1;Monumentos Confederados Removidos ou Renomeados - Europa;UOL;https://noticias.uol.com.br/colunas/jamil-chade/2020/06/12/europa-reve-passado-escravagista-derruba-estatuas-e-muda-nomes-de-locais.htm;2;1;Homenagens Públicas Controversas em Salvador;UNESCO;https://www.salvadorescravista.com/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Mulheres eram forçadas a engravidar em fazendas de reprodução de escravizados;https://apublica.org/2025/01/mulheres-eram-forcadas-a-engravidar-em-fazendas-de-reproducao-de-escravizados/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";23/01/2025;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"escravidão; violência de gênero; violência sexual; reprodução sistemática de escravizados";https://;https://s2-g1.glbimg.com/XviO039iHUaNoQoymRD6_cWhhJ0=/0x0:1325x724/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2024/m/l/f3BDdvSAawfRJUryP0FA/fazenda-remigio1.jpeg;Demografia das Pessoas Escravizadas;Thiago Campos Pessoa (UFF);https://www.scielo.br/j/topoi/a/FjwdgQkPFhCcZ5cP5hWwG6g/?format=html&lang=pt;2;1;Reprodução Escravista no Brasil;Gabriela Salcedo Figueira (UM);https://repositorium.uminho.pt/entities/publication/9964c9af-c89c-4418-abb7-bf4c2fda63fa;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
“A memória brasileira é uma memória branca”, diz Laurentino Gomes;https://apublica.org/2024/12/laurentino-gomes-a-memoria-brasileira-e-uma-memoria-branca/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";18/12/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"escravidão; memória; desigualdade racial; conflitos raciais";https://;https://;Taxa de pobreza por raça;Agência Brasil;https://agenciabrasil.ebc.com.br/radioagencia-nacional/economia/audio/2023-12/taxa-de-pobreza-de-pretos-e-duas-vezes-maior-em-relacao-a-de-brancos;2;1;Discriminação de negros;Agência Brasil;https://agenciabrasil.ebc.com.br/direitos-humanos/noticia/2024-11/seis-em-cada-dez-negros-sofreram-discriminacao-no-ultimo-ano;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Políticos negros no Brasil: o que sabemos sobre seus antepassados;https://apublica.org/2024/12/politicos-negros-o-que-sabemos-sobre-seus-antepassados/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";04/12/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"políticos negros; escravização; subrepresentação negra";https://;https://www12.senado.leg.br/noticias/materias/2011/05/24/morre-ex-senador-e-ativista-abdias-nascimento/imagem342297;Senadores negros registrados brancos;Abdias Nascimento (Senado Federal);https://www12.senado.leg.br/noticias/especiais/arquivo-s/abdias-nascimento-revelou-senadores-negros-que-a-historia-apresentou-como-brancos;2;1;Candidatos por raça declarada;TSE;https://dadosabertos.tse.jus.br/dataset/;2;1;Fraudes na autodeclaração de cor dos eleitos em 2022;UOL;https://noticias.uol.com.br/politica/ultimas-noticias/2022/11/20/metade-dos-parlamentares-eleitos-que-dizem-ser-negros-sao-brancos.htm;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Fábio Comparato e a herança escravizadora do Rei do Café;https://apublica.org/2024/12/fabio-comparato-e-a-heranca-escravizadora-do-rei-do-cafe/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";03/12/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"escravidão; cafeicultura; família Souza Breves";https://;https://www.parentesco.com.br/fotos/3893_joaquim_jose_souza_breves.jpg;Posses da Família Souza Breves;Thiago Campos Pessoa Lourenço (UFF);https://app.uff.br/riuff/handle/1/16887;2;1;Tráfico de Pessoas Escravizadas;CNN;https://www.cnnbrasil.com.br/nacional/os-numeros-a-violencia-e-a-complexidade-da-escravidao-me-surpreendem/#google_vignette;2;1;Censo 2022;IBGE;https://censo2022.ibge.gov.br/panorama/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
MDB e PL são os partidos com mais políticos que seriam descendentes de escravagistas;https://apublica.org/2024/11/mdb-e-pl-tem-mais-politicos-de-familias-que-teriam-escravizado/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";27/11/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"escravidão; genealogia; poder político";https://;"https://i0.wp.com/apublica.org/wp-content/uploads/2024/11/1-MDB-e-o-partido-brasileiro-com-mais-politicos-descendentes-de-escravagistas.png?resize=640%2C311&amp;ssl=1";Herança do Coronel Santos da Costa Gondim e de Maria Franca Torres;Eleonora Félix da Silva (UFCG);https://dspace.sti.ufcg.edu.br/handle/riufcg/2540;2;1;Senhores de Terras da Vila de Itu em 1817;Leandro Antonio de Almeida (Revista da ASBRAP);https://www.asbrap.org.br/artigos/rev7_art1.pdf;2;1;Genealogia de Rogério Marinho;"José Lázaro Ferreira Barros Júnior; Vanessa Roberta do Rocio Souza (Revista NEP - Núcleo de Estudos Paranaenses)";https://apublica.org/wp-content/uploads/2024/12/REVISTA-NEP-MDB-e-PL-sao-os-partidos-com-mais-politicos-que-seriam-descendentes-de-escravagistas.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Políticos que seriam parentes de escravizadores foram investigados por escravidão moderna;https://apublica.org/2024/11/trabalho-escravo-no-passo-e-no-presente/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";26/11/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";unidades-federativas;;GO, MT, PA;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;"escravidão; trabalho análogo à escravidão; relações de parentesco";https://;https://apublica.org/wp-content/uploads/2024/11/Capa_Politicos-que-seriam-parentes-de-escravizadores-foram-investigados-por-escravidao-moderna.png;Relatório de Fiscalização;Ministério Público do Trabalho (MPT);https://apublica.org/wp-content/uploads/2024/11/Relatorio-1-3885969-Politicos-que-seriam-parentes-de-escravizadores-foram-investigados-por-escravidao-moderna.pdf;2;1;Indicações de Helder Barbalho;Estadão;https://www.estadao.com.br/politica/com-indicacoes-de-helder-familia-barbalho-chega-a-20-integrantes-em-cargos-no-para/;1;1;Patrimônio da Família Fontenelle;Vicente Miranda;https://pt.scribd.com/document/545067662/Tres-Seculos-de-Caminhada;2;1;Família Caiado;Mirian Bianca Amaral Bueno (UFG);https://files.cercomp.ufg.br/weby/up/113/o/MIRIAN_BIANCA_AMARAL_RIBEIRO_1_A_241_mesclado-girado.pdf;2;1;Trabalhadores resgatados da fazenda de Emival Ramos Caiado;Repórter Brasil;https://reporterbrasil.org.br/2010/08/fazenda-de-primo-de-ruralista-mantinha-trabalho-escravo/;2;1;Relatório de Fiscalização Fazenda Lago Perdido;"Ministério do Trabalho e Emprego (SRTE/GO); Ministério Público do Trabalho; Polícia Rodoviária Federal";https://apublica.org/wp-content/uploads/2024/11/Relatorio-3-3886015-Politicos-que-seriam-parentes-de-escravizadores-foram-investigados-por-escravidao-moderna.pdf;2;1;Ação Trabalhista Fazenda Lago Perdido;Ministério Público do Trabalho (MPT);https://apublica.org/wp-content/uploads/2024/11/Sentenca-Caiado-Politicos-que-seriam-parentes-de-escravizadores-foram-investigados-por-escravidao-moderna.pdf;2;1;Termo de Compromisso de Ajustamento de Conduta MPT e Mário Alves Ferreira;Ministério Público do Trabalho (MPT);https://apublica.org/wp-content/uploads/2024/11/tac_276-2013_Politicos-que-seriam-parentes-de-escravizadores-foram-investigados-por-escravidao-moderna.pdf;2;1;Propriedades Rurais de Parlamentares por Município;De Olho nos Ruralistas;https://maphub.net/deolhonosruralistas/bancadaruralista;2;1;Genealogia matogrossense;José Barnabé de Mesquita;https://pt.scribd.com/document/151308737/Genealogia-Matogrossense-Mesquita;2;Cadastrado por Jacqueline (Ceweb.br).
Famílias que teriam origem escravocrata mantêm poder há 200 anos;https://apublica.org/2024/11/familias-que-teriam-origem-escravocrata-mantem-poder-politico/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";25/11/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"escravidão; familismo; poder político; relações de parentesco";https://;https://apublica.org/wp-content/uploads/2024/11/Capa-Clas-familiares-com-origem-escravocrata-mantem-poder-ha-200-anos.png;Reprodução Sistemática de Pessoas Escravizadas;G1;https://g1.globo.com/pb/paraiba/noticia/2024/05/13/fazenda-era-usada-para-a-reproducao-sistematica-de-pessoas-escravizadas-em-remigio-na-pb.ghtml;2;1;Comercialização de Pessoas Escravizadas;A União;https://auniao.pb.gov.br/institucional/jornal-a-uniao;2;1;Registro de Vendas de Pessoas Escravizadas;Eleonora Félix da Silva (UFCG);https://dspace.sti.ufcg.edu.br/handle/riufcg/2540;2;1;Inventário de Maria Franca Torres;Pedro Nicácio Souto (UFCG);https://dspace.sti.ufcg.edu.br/handle/riufcg/35496;2;1;Patrimônio de Francisco Corrêa da Costa;Maria Amélia Assis Alves Crivelente (Universidade do Porto);https://repositorio-aberto.up.pt/handle/10216/73523?mode=full;2;1;Parlamentares que votaram para aprovar emenda que dificulta combate ao trabalho escravo;Repórter Brasil;https://reporterbrasil.org.br/2007/02/quem-votou-contra-o-combate-ao-trabalho-escravo-no-brasil/;2;1;Senhores de Escravos em Santa Luzia do Sabugy;Joselito Eulâmpio da Nóbrega (UEPB);https://bdtd.ibict.br/vufind/Record/UEPB_5d49408ad1119dd47ef3baed7d56e750;2;2;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Herói da independência do Piauí é quinto avô de Sarney e teria passado escravizador;https://apublica.org/2024/11/heroi-da-independencia-do-piaui-e-quinto-avo-de-sarney-e-teria-passado-escravizador/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";22/11/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";unidades-federativas;;PI;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"escravidão; Monumento 24 de Janeiro; Estado imperial brasileiro; relações de parentesco";https://;https://apublica.org/wp-content/uploads/2024/11/Capa-Heroi-da-independencia-do-Piaui-e-quinto-avo-de-Sarney-e-teria-passado-escravizador.jpg;Registros de pessoas escravizadas por Valério Coelho Rodrigues;Família Coelho Rodrigues;https://www.coelhorodrigues.ong.br/imagens/valerio-no-brasil.png;2;1;Genealogia de Valério Coelho Rodrigues;Família Coelho Rodrigues;https://www.coelhorodrigues.ong.br/arquivos/GENEALOGIA%20DE%20VALERIO%20COELHO%20V2022-01-15.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Movimento pela reparação histórica da escravidão ganha força no Brasil e no mundo;https://apublica.org/2024/11/movimento-pela-reparacao-historica-da-escravidao-ganha-forca-no-brasil-e-no-mundo/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";21/11/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"escravidão; reparação histórica; movimentos sociais";https://;https://apublica.org/wp-content/uploads/2024/11/Capa-Movimento-pela-reparacao-historica-da-escravidao-ganha-forca-no-Brasil-e-no-mundo.png;Banco de Dados do Comércio Transatlântico de Escravos;Emory University;https://www.slavevoyages.org/voyage/all-voyages#voyages;2;1;Membros da alta classe política americana descendentes de escravizadores;Reuters;https://www.reuters.com/investigates/special-report/usa-slavery-lawmakers/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
Vendem-se Marias: os indícios de escravidão na linhagem de Itamar Franco;https://apublica.org/2024/11/vendem-se-marias-os-indicios-de-escravidao-na-linhagem-de-itamar-franco/;"A reportagem faz parte do ""Projeto Escravizadores"", uma investigação inédita que mapeou as raízes genealógicas de 116 dos principais líderes políticos do Brasil, incluindo todos os presidentes desde a redemocratização, os governadores em exercício e os senadores da atual Legislatura. O objetivo foi identificar laços familiares diretos (pais, avós, bisavós e assim por diante) com antigos escravocratas, ou seja, pessoas que possuíam ou se beneficiaram do trabalho de pessoas escravizadas.";21/11/2024;"Amanda Audi; Ana Alice de Lima; Babak Fakhamzadeh; Bianca Muniz; Bruno Fonseca; Danilo Queiroz; Darlene Dalto; Leandro Aguiar; Mariama Correia; Matheus Pigozzi; Matheus Santino; Pedro Ezequiel; Rafael Custódio; Rafael Oliveira; Raphaela Ribeiro";;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"relações de parentesco; escravidão; família Franco";https://;https://apublica.org/wp-content/uploads/2024/11/Capa-Vendem-se-Marias-os-indicios-de-escravidao-na-linhagem-de-Itamar-Franco.png;Documentação Histórica - Tabelionato do 1º Ofício do Fórum Desembargador Filinto Bastos;"UEFS; TJBA";http://www.cativosdosertao.uefs.br/index.html;2;1;Livro de Notas Nº 4 da Villa de Feira de Santana;Maria Alice de Sá Barbosa Mendes (UEFS);http://www.historia.uefs.br/modules/conteudo/conteudo.php?conteudo=46;2;1;Inventário dos quintos avós de Itamar Franco;Ana Paula de Albuquerque Silva (UFBA);https://repositorio.ufba.br/handle/ri/23394;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br).
